Achievement_ID,Achievement Name,Description,Category,Rarity,Points,Criteria,Premium_Required,Secret_Achievement,Related_Exercise_Categories,Badge_File_Name,Icon
ACH_170,Endurance Powerhouse,120 min cardio + 90 min strength lifetime,Milestones,Epic,500,120 min cardio + 90 min strength,No,No,,badge_milestones_endurance_powerhouse_epic.png,Lightning
ACH_171,Complete Fitness,60+ minutes lifetime in each category,Milestones,Epic,1000,60+ min in all 6 categories,No,No,,badge_milestones_complete_fitness_epic.png,Award
ACH_172,Multi-Category Streak,7-day streak with 2+ categories daily,Consistency,Rare,400,"7-day streak, 2+ daily categories",No,No,,badge_consistency_multicategory_streak_rare.png,Flame
ACH_173,Diverse Dedication,14-day streak with 3+ categories weekly,Milestones,Epic,600,"14-day streak, 3+ weekly categories",No,No,,badge_milestones_diverse_dedication_epic.png,Fire
ACH_174,Variety Virtuoso,30-day streak maintaining all 6 categories monthly,Milestones,Epic,1200,"30-day streak, all 6 monthly",No,No,,badge_milestones_variety_virtuoso_epic.png,Crown
ACH_175,Strength + Cardio Beast,20+ min cardio + 15+ min strength same session,Milestones,Rare,350,"Same session: 20+ cardio, 15+ strength",No,No,Cardio & Walking,badge_milestones_strength__cardio_beast_rare.png,Lightning
ACH_176,Flexibility Powerhouse,Complete seated + standing + planking same session (3+ times),Milestones,Rare,300,3x same session: seated+standing+planking,No,No,,badge_milestones_flexibility_powerhouse_rare.png,Yin-Yang
ACH_177,Complete Circuit,Complete exercise from each category in single session,Milestones,Epic,750,All 6 categories single session,No,No,,badge_milestones_complete_circuit_epic.png,Circle
ACH_178,Category Champion,Achieve mastery level 3+ in 3 different categories,Milestones,Epic,600,Mastery 3+ in 3 categories,No,No,,badge_milestones_category_champion_epic.png,Medal
ACH_179,Elite Athlete,Achieve mastery level 4+ in 4 different categories,Performance,Epic,1000,Mastery 4+ in 4 categories,Yes,No,,badge_performance_elite_athlete_epic.png,Trophy
ACH_180,Fitness Legend,Achieve mastery level 5 in all 6 categories,Milestones,Epic,2000,Mastery 5 in all 6 categories,Yes,No,Leg Strength,badge_milestones_fitness_legend_epic.png,Crown
ACH_181,Multi-Category Consistency,4-week streaks in 3+ categories simultaneously,Milestones,Epic,800,4-week streaks in 3+ categories,No,No,,badge_milestones_multicategory_consistency_epic.png,Calendar
ACH_182,Diverse Dedication Master,Complete 100+ total sessions across all 6 categories,Milestones,Epic,500,100+ sessions across 6 categories,No,No,,badge_milestones_diverse_dedication_master_epic.png,Target
ACH_183,Lifetime Achiever,500+ minutes lifetime across all categories combined,Milestones,Epic,1500,500+ total minutes all categories,No,No,,badge_milestones_lifetime_achiever_epic.png,Hourglass
ACH_184,Momentum Starter,Earn 150 Momentum Points in a week,Momentum,Common,20,Weekly Momentum Score >= 150,No,No,,badge_momentum_momentum_starter_common.png,TrendingUp
ACH_185,Building Momentum,Earn 250 Momentum Points in a week,Momentum,Uncommon,30,Weekly Momentum Score >= 250,No,No,,badge_momentum_building_momentum_uncommon.png,Zap
ACH_186,Unstoppable Force,Earn 350 Momentum Points in a week,Momentum,Rare,50,Weekly Momentum Score >= 350,No,No,,badge_momentum_unstoppable_force_rare.png,Lightning
ACH_187,Goal Getter,Hit your weekly Momentum Goal for the first time,Momentum,Uncommon,30,Weekly Momentum Score >= User's Adaptive Goal (first time),No,No,,badge_momentum_goal_getter_uncommon.png,Target
ACH_188,Goal Streak,Hit your weekly Momentum Goal 4 weeks in a row,Momentum,Rare,60,Weekly Momentum Score >= User's Adaptive Goal for 4 consecutive weeks,No,No,,badge_momentum_goal_streak_rare.png,Flame
ACH_189,Overachiever,Exceed your weekly Momentum Goal by 50%,Momentum,Uncommon,40,Weekly Momentum Score >= (User's Adaptive Goal * 1.5),No,No,,badge_momentum_overachiever_uncommon.png,Star
ACH_190,First Cheer,Send your first Cheer,Social,Common,10,Send 1 Cheer,No,No,,badge_social_first_cheer_common.png,Heart
ACH_191,Cheerleader,Send 25 Cheers,Social,Uncommon,30,Send 25 Cheers (cumulative),No,No,,badge_social_cheerleader_uncommon.png,Heart
ACH_192,Super Supporter,Send 100 Cheers,Social,Rare,60,Send 100 Cheers (cumulative),No,No,,badge_social_super_supporter_rare.png,Heart
ACH_193,Community Builder,Receive Cheers from 10 different friends,Social,Uncommon,40,Receive Cheers from 10 unique users,No,No,,badge_social_community_builder_uncommon.png,Users
ACH_194,Inspirational,Receive 50 Cheers,Social,Uncommon,50,Receive 50 Cheers (cumulative),No,No,,badge_social_inspirational_uncommon.png,Award
ACH_195,Squad Builder,Connect with 5 friends,Social,Common,20,Have 5 friends in the app,No,No,,badge_social_squad_builder_common.png,Users
ACH_196,Connector,Connect with 15 friends,Social,Uncommon,40,Have 15 friends in the app,No,No,,badge_social_connector_uncommon.png,Users
ACH_197,Moving Up,Complete your first Level 2 workout,Performance,Common,20,Complete 1 workout with Difficulty Level = 2,No,No,,badge_performance_moving_up_common.png,TrendingUp
ACH_198,Advanced Athlete,Complete your first Level 3 workout,Performance,Uncommon,30,Complete 1 workout with Difficulty Level = 3,No,No,,badge_performance_advanced_athlete_uncommon.png,Award
ACH_199,Expert Contender,Complete your first Level 4 workout,Performance,Rare,50,Complete 1 workout with Difficulty Level = 4,Yes,No,,badge_performance_expert_contender_rare.png,Trophy
ACH_200,Master of the Craft,Complete your first Level 5 workout,Performance,Epic,100,Complete 1 workout with Difficulty Level = 5,Yes,No,,badge_performance_master_of_the_craft_epic.png,Crown
ACH_201,Category Explorer,Try one workout from each of the 6 categories,Performance,Uncommon,40,"Complete 1 workout in each of: Core & Balance, Leg Strength, Seated, Standing, Cardio & Walking, Wall Sits",No,No,,badge_performance_category_explorer_uncommon.png,Compass
ACH_202,Category Master,Complete a Level 4 or 5 workout in every category,Performance,Epic,150,Complete 1 workout (Level 4 or 5) in each of the 6 categories,Yes,No,,badge_performance_category_master_epic.png,Crown
ACH_203,Core Apprentice,Complete 10 Core & Balance workouts,Milestones,Common,20,Complete 10 workouts in Core & Balance category,No,No,Core & Balance,badge_milestones_core_apprentice_common.png,Target
ACH_204,Core Adept,Complete 50 Core & Balance workouts,Milestones,Uncommon,50,Complete 50 workouts in Core & Balance category,No,No,Core & Balance,badge_milestones_core_adept_uncommon.png,Star
ACH_205,Leg Day Starter,Complete 10 Leg Strength workouts,Milestones,Common,20,Complete 10 workouts in Leg Strength category,No,No,Leg Strength,badge_milestones_leg_day_starter_common.png,Target
ACH_206,Leg Day Legend,Complete 50 Leg Strength workouts,Milestones,Uncommon,50,Complete 50 workouts in Leg Strength category,No,No,Leg Strength,badge_milestones_leg_day_legend_uncommon.png,Star
ACH_207,Seated Starter,Complete 10 Seated workouts,Milestones,Common,20,Complete 10 workouts in Seated category,No,No,Seated,badge_milestones_seated_starter_common.png,Target
ACH_208,Seated Specialist,Complete 50 Seated workouts,Milestones,Uncommon,50,Complete 50 workouts in Seated category,No,No,Seated,badge_milestones_seated_specialist_uncommon.png,Star
ACH_209,Standing Strong,Complete 10 Standing workouts,Milestones,Common,20,Complete 10 workouts in Standing category,No,No,Standing,badge_milestones_standing_strong_common.png,Target
ACH_210,Standing Stalwart,Complete 50 Standing workouts,Milestones,Uncommon,50,Complete 50 workouts in Standing category,No,No,Standing,badge_milestones_standing_stalwart_uncommon.png,Star
ACH_211,Cardio Starter,Complete 10 Cardio & Walking workouts,Milestones,Common,20,Complete 10 workouts in Cardio & Walking category,No,No,Cardio & Walking,badge_milestones_cardio_starter_common.png,Target
ACH_212,Cardio King/Queen,Complete 100 Cardio & Walking workouts,Milestones,Rare,100,Complete 100 workouts in Cardio & Walking category,No,No,Cardio & Walking,badge_milestones_cardio_king_queen_rare.png,Crown
ACH_213,Wall Sit Beginner,Complete 10 Wall Sits workouts,Milestones,Common,20,Complete 10 workouts in Wall Sits category,No,No,Wall Sits,badge_milestones_wall_sit_beginner_common.png,Target
ACH_214,Wall Sit Warrior,Complete 50 Wall Sits workouts,Milestones,Uncommon,50,Complete 50 workouts in Wall Sits category,No,No,Wall Sits,badge_milestones_wall_sit_warrior_uncommon.png,Star
ACH_215,Cardio Streak Starter,Complete 3 consecutive days of Cardio & Walking workouts,Consistency,Common,15,3-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_streak_starter_common.png,Flame
ACH_216,Cardio Week Warrior,Complete 7 consecutive days of Cardio & Walking workouts,Consistency,Common,30,7-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_week_warrior_common.png,Flame
ACH_217,Cardio Dedication,Complete 14 consecutive days of Cardio & Walking workouts,Consistency,Uncommon,60,14-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_dedication_uncommon.png,Flame
ACH_218,Cardio Legend Streak,Complete 30 consecutive days of Cardio & Walking workouts,Consistency,Rare,120,30-day streak in Cardio & Walking category,No,No,Leg Strength,badge_consistency_cardio_legend_streak_rare.png,Flame
ACH_219,Cardio Marathon,Complete 60 consecutive days of Cardio & Walking workouts,Consistency,Rare,200,60-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_marathon_rare.png,Flame
ACH_220,Cardio Century,Complete 100 consecutive days of Cardio & Walking workouts,Consistency,Epic,350,100-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_century_epic.png,Flame
ACH_221,Cardio Year Champion,Complete 365 consecutive days of Cardio & Walking workouts,Consistency,Epic,1000,365-day streak in Cardio & Walking category,No,No,Cardio & Walking,badge_consistency_cardio_year_champion_epic.png,Flame
ACH_222,Leg Streak Starter,Complete 3 consecutive days of Leg Strength workouts,Consistency,Common,15,3-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_streak_starter_common.png,Flame
ACH_223,Leg Week Warrior,Complete 7 consecutive days of Leg Strength workouts,Consistency,Common,30,7-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_week_warrior_common.png,Flame
ACH_224,Leg Dedication,Complete 14 consecutive days of Leg Strength workouts,Consistency,Uncommon,60,14-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_dedication_uncommon.png,Flame
ACH_225,Leg Legend Streak,Complete 30 consecutive days of Leg Strength workouts,Consistency,Rare,120,30-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_legend_streak_rare.png,Flame
ACH_226,Leg Marathon,Complete 60 consecutive days of Leg Strength workouts,Consistency,Rare,200,60-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_marathon_rare.png,Flame
ACH_227,Leg Century,Complete 100 consecutive days of Leg Strength workouts,Consistency,Epic,350,100-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_century_epic.png,Flame
ACH_228,Leg Year Champion,Complete 365 consecutive days of Leg Strength workouts,Consistency,Epic,1000,365-day streak in Leg Strength category,No,No,Leg Strength,badge_consistency_leg_year_champion_epic.png,Flame
ACH_229,Core Streak Starter,Complete 3 consecutive days of Core & Balance workouts,Consistency,Common,15,3-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_streak_starter_common.png,Flame
ACH_230,Core Week Warrior,Complete 7 consecutive days of Core & Balance workouts,Consistency,Common,30,7-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_week_warrior_common.png,Flame
ACH_231,Core Dedication,Complete 14 consecutive days of Core & Balance workouts,Consistency,Uncommon,60,14-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_dedication_uncommon.png,Flame
ACH_232,Core Legend Streak,Complete 30 consecutive days of Core & Balance workouts,Consistency,Rare,120,30-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_legend_streak_rare.png,Flame
ACH_233,Core Marathon,Complete 60 consecutive days of Core & Balance workouts,Consistency,Rare,200,60-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_marathon_rare.png,Flame
ACH_234,Core Century,Complete 100 consecutive days of Core & Balance workouts,Consistency,Epic,350,100-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_century_epic.png,Flame
ACH_235,Core Year Champion,Complete 365 consecutive days of Core & Balance workouts,Consistency,Epic,1000,365-day streak in Core & Balance category,No,No,Core & Balance,badge_consistency_core_year_champion_epic.png,Flame
ACH_236,Seated Streak Starter,Complete 3 consecutive days of Seated Exercise workouts,Consistency,Common,15,3-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_streak_starter_common.png,Flame
ACH_237,Seated Week Warrior,Complete 7 consecutive days of Seated Exercise workouts,Consistency,Common,30,7-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_week_warrior_common.png,Flame
ACH_238,Seated Dedication,Complete 14 consecutive days of Seated Exercise workouts,Consistency,Uncommon,60,14-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_dedication_uncommon.png,Flame
ACH_239,Seated Legend Streak,Complete 30 consecutive days of Seated Exercise workouts,Consistency,Rare,120,30-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_legend_streak_rare.png,Flame
ACH_240,Seated Marathon,Complete 60 consecutive days of Seated Exercise workouts,Consistency,Rare,200,60-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_marathon_rare.png,Flame
ACH_241,Seated Century,Complete 100 consecutive days of Seated Exercise workouts,Consistency,Epic,350,100-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_century_epic.png,Flame
ACH_242,Seated Year Champion,Complete 365 consecutive days of Seated Exercise workouts,Consistency,Epic,1000,365-day streak in Seated Exercise category,No,No,Seated,badge_consistency_seated_year_champion_epic.png,Flame
ACH_243,Standing Streak Starter,Complete 3 consecutive days of Standing Movement workouts,Consistency,Common,15,3-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_streak_starter_common.png,Flame
ACH_244,Standing Week Warrior,Complete 7 consecutive days of Standing Movement workouts,Consistency,Common,30,7-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_week_warrior_common.png,Flame
ACH_245,Standing Dedication,Complete 14 consecutive days of Standing Movement workouts,Consistency,Uncommon,60,14-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_dedication_uncommon.png,Flame
ACH_246,Standing Legend Streak,Complete 30 consecutive days of Standing Movement workouts,Consistency,Rare,120,30-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_legend_streak_rare.png,Flame
ACH_247,Standing Marathon,Complete 60 consecutive days of Standing Movement workouts,Consistency,Rare,200,60-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_marathon_rare.png,Flame
ACH_248,Standing Century,Complete 100 consecutive days of Standing Movement workouts,Consistency,Epic,350,100-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_century_epic.png,Flame
ACH_249,Standing Year Champion,Complete 365 consecutive days of Standing Movement workouts,Consistency,Epic,1000,365-day streak in Standing Movement category,No,No,Standing,badge_consistency_standing_year_champion_epic.png,Flame
ACH_250,Wall Sit Streak Starter,Complete 3 consecutive days of Wall Sits workouts,Consistency,Common,15,3-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_streak_starter_common.png,Flame
ACH_251,Wall Sit Week Warrior,Complete 7 consecutive days of Wall Sits workouts,Consistency,Common,30,7-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_week_warrior_common.png,Flame
ACH_252,Wall Sit Dedication,Complete 14 consecutive days of Wall Sits workouts,Consistency,Uncommon,60,14-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_dedication_uncommon.png,Flame
ACH_253,Wall Sit Legend Streak,Complete 30 consecutive days of Wall Sits workouts,Consistency,Rare,120,30-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_legend_streak_rare.png,Flame
ACH_254,Wall Sit Marathon,Complete 60 consecutive days of Wall Sits workouts,Consistency,Rare,200,60-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_marathon_rare.png,Flame
ACH_255,Wall Sit Century,Complete 100 consecutive days of Wall Sits workouts,Consistency,Epic,350,100-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_century_epic.png,Flame
ACH_256,Wall Sit Year Champion,Complete 365 consecutive days of Wall Sits workouts,Consistency,Epic,1000,365-day streak in Wall Sits category,No,No,Wall Sits,badge_consistency_wall_sit_year_champion_epic.png,Flame
ACH_257,Friend Finder,Connect with your first friend,Social,Common,10,Have 1 friend in the app,No,No,,badge_social_friend_finder_common.png,UserPlus
ACH_258,Growing Circle,Connect with 10 friends,Social,Common,30,Have 10 friends in the app,No,No,,badge_social_growing_circle_common.png,Users
ACH_259,Social Network,Connect with 25 friends,Social,Uncommon,60,Have 25 friends in the app,No,No,,badge_social_social_network_uncommon.png,Users
ACH_260,Community Leader,Connect with 50 friends,Social,Rare,120,Have 50 friends in the app,No,No,,badge_social_community_leader_rare.png,Users
ACH_261,Social Superstar,Connect with 100 friends,Social,Epic,250,Have 100 friends in the app,No,No,,badge_social_social_superstar_epic.png,Star
ACH_262,Daily Cheerleader,Send cheers 7 days in a row,Social,Uncommon,40,Send at least 1 cheer per day for 7 consecutive days,No,No,,badge_social_daily_cheerleader_uncommon.png,Heart
ACH_263,Cheer Champion,Send cheers 30 days in a row,Social,Rare,100,Send at least 1 cheer per day for 30 consecutive days,No,No,,badge_social_cheer_champion_rare.png,Heart
ACH_264,First Fan,Receive your first cheer,Social,Common,10,Receive 1 cheer,No,No,,badge_social_first_fan_common.png,Heart
ACH_265,Popular,Receive 25 cheers,Social,Uncommon,40,Receive 25 cheers (cumulative),No,No,,badge_social_popular_uncommon.png,Star
ACH_266,Crowd Favorite,Receive 100 cheers,Social,Rare,80,Receive 100 cheers (cumulative),No,No,,badge_social_crowd_favorite_rare.png,Award
ACH_267,Legend Status,Receive 500 cheers,Social,Epic,200,Receive 500 cheers (cumulative),No,No,Leg Strength,badge_social_legend_status_epic.png,Crown
ACH_268,Cheer Diversity,Send cheers to 25 different friends,Social,Uncommon,50,Send cheers to 25 unique users,No,No,,badge_social_cheer_diversity_uncommon.png,Users
ACH_269,Support Network,Send cheers to 50 different friends,Social,Rare,100,Send cheers to 50 unique users,No,No,,badge_social_support_network_rare.png,Users
ACH_270,Mutual Motivation,Exchange cheers with 5 friends,Social,Uncommon,40,Send and receive cheers from same 5 users,No,No,,badge_social_mutual_motivation_uncommon.png,Heart
ACH_271,Support Squad,Exchange cheers with 15 friends,Social,Rare,80,Send and receive cheers from same 15 users,No,No,,badge_social_support_squad_rare.png,Users
ACH_272,Social Spark,Send 10 cheers in one day,Social,Common,20,Send 10 cheers in a single day,No,No,,badge_social_social_spark_common.png,Zap
ACH_273,Cheer Explosion,Send 25 cheers in one day,Social,Uncommon,40,Send 25 cheers in a single day,No,No,,badge_social_cheer_explosion_uncommon.png,Zap
ACH_274,Share the Fire,Complete a workout on the same day as 5 friends,Social,Uncommon,40,Complete workout on same calendar day as 5 friends,No,No,,badge_social_share_the_fire_uncommon.png,Flame
ACH_275,Squad Sync,Complete a workout on the same day as 10 friends,Social,Rare,80,Complete workout on same calendar day as 10 friends,No,No,,badge_social_squad_sync_rare.png,Users
ACH_276,Wide Support,Receive cheers from 25 different friends,Social,Uncommon,50,Receive cheers from 25 unique users,No,No,,badge_social_wide_support_uncommon.png,Users
ACH_277,Universal Love,Receive cheers from 50 different friends,Social,Rare,100,Receive cheers from 50 unique users,No,No,,badge_social_universal_love_rare.png,Heart
ACH_278,Top 50,Reach top 50 on the leaderboard,Social,Uncommon,50,Rank in top 50 on global leaderboard,No,No,,badge_social_top_50_uncommon.png,TrendingUp
ACH_279,Top 25,Reach top 25 on the leaderboard,Social,Rare,100,Rank in top 25 on global leaderboard,No,No,,badge_social_top_25_rare.png,Award
ACH_280,Top 10,Reach top 10 on the leaderboard,Social,Epic,200,Rank in top 10 on global leaderboard,No,No,,badge_social_top_10_epic.png,Trophy
ACH_281,Number One,Reach #1 on the leaderboard,Social,Epic,500,Rank #1 on global leaderboard,No,No,,badge_social_number_one_epic.png,Crown
ACH_282,Daily Fire,Hit your daily momentum goal,Momentum,Common,10,Daily Momentum Score >= Daily Goal (first time),No,No,,badge_momentum_daily_fire_common.png,Flame
ACH_283,Daily Streak Starter,Hit your daily goal 3 days in a row,Momentum,Common,20,Daily Momentum Score >= Daily Goal for 3 consecutive days,No,No,,badge_momentum_daily_streak_starter_common.png,Flame
ACH_284,Daily Dedication,Hit your daily goal 7 days in a row,Momentum,Uncommon,40,Daily Momentum Score >= Daily Goal for 7 consecutive days,No,No,,badge_momentum_daily_dedication_uncommon.png,Flame
ACH_285,Daily Domination,Hit your daily goal 30 days in a row,Momentum,Rare,100,Daily Momentum Score >= Daily Goal for 30 consecutive days,No,No,,badge_momentum_daily_domination_rare.png,Flame
ACH_286,Early Riser,Complete 10 workouts before 8 AM,Momentum,Common,30,Complete 10 workouts with start time < 8:00 AM,No,No,,badge_momentum_early_riser_common.png,Sunrise
ACH_287,Morning Warrior,Complete 50 workouts before 8 AM,Momentum,Uncommon,60,Complete 50 workouts with start time < 8:00 AM,No,No,,badge_momentum_morning_warrior_uncommon.png,Sunrise
ACH_288,Midday Motivator,Complete 25 workouts between 11 AM - 2 PM,Momentum,Uncommon,50,Complete 25 workouts with start time between 11:00 AM - 2:00 PM,No,No,,badge_momentum_midday_motivator_uncommon.png,Sun
ACH_289,Afternoon Achiever,Complete 25 workouts between 2 PM - 6 PM,Momentum,Uncommon,50,Complete 25 workouts with start time between 2:00 PM - 6:00 PM,No,No,,badge_momentum_afternoon_achiever_uncommon.png,Sun
ACH_290,Evening Enthusiast,Complete 25 workouts between 6 PM - 10 PM,Momentum,Uncommon,50,Complete 25 workouts with start time between 6:00 PM - 10:00 PM,No,No,,badge_momentum_evening_enthusiast_uncommon.png,Moon
ACH_291,Night Warrior,Complete 25 workouts after 10 PM,Momentum,Uncommon,50,Complete 25 workouts with start time >= 10:00 PM,No,No,,badge_momentum_night_warrior_uncommon.png,Moon
ACH_292,Double Down,Complete 2 workouts in one day,Momentum,Common,20,Complete 2 workouts in a single calendar day,No,No,,badge_momentum_double_down_common.png,Zap
ACH_293,Triple Threat,Complete 3 workouts in one day,Momentum,Uncommon,40,Complete 3 workouts in a single calendar day,No,No,,badge_momentum_triple_threat_uncommon.png,Zap
ACH_294,Workout Warrior,Complete 5 workouts in one day,Momentum,Rare,80,Complete 5 workouts in a single calendar day,No,No,,badge_momentum_workout_warrior_rare.png,Flame
ACH_295,Weekly Warrior,Complete at least 1 workout every day for a week,Momentum,Uncommon,40,Complete at least 1 workout on each of 7 consecutive days,No,No,,badge_momentum_weekly_warrior_uncommon.png,Calendar
ACH_296,Perfect Week,Complete at least 2 workouts every day for a week,Momentum,Rare,100,Complete at least 2 workouts on each of 7 consecutive days,No,No,,badge_momentum_perfect_week_rare.png,Calendar
ACH_297,Lightning Fast,Complete 10 workouts under 5 minutes,Momentum,Common,30,Complete 10 workouts with duration < 5 minutes,No,No,,badge_momentum_lightning_fast_common.png,Zap
ACH_298,Speed Master,Complete 50 workouts under 5 minutes,Momentum,Uncommon,60,Complete 50 workouts with duration < 5 minutes,No,No,,badge_momentum_speed_master_uncommon.png,Zap
ACH_299,Momentum Milestone,Earn 1000 total Momentum Points,Momentum,Uncommon,50,Lifetime Momentum Points >= 1000,No,No,,badge_momentum_momentum_milestone_uncommon.png,TrendingUp
ACH_300,Momentum Master,Earn 5000 total Momentum Points,Momentum,Rare,100,Lifetime Momentum Points >= 5000,No,No,,badge_momentum_momentum_master_rare.png,TrendingUp
ACH_301,Momentum Legend,Earn 10000 total Momentum Points,Momentum,Epic,200,Lifetime Momentum Points >= 10000,No,No,Leg Strength,badge_momentum_momentum_legend_epic.png,Crown
ACH_302,Level 2 Regular,Complete 10 Level 2 workouts,Performance,Common,30,Complete 10 workouts with Difficulty Level = 2,No,No,,badge_performance_level_2_regular_common.png,TrendingUp
ACH_303,Level 2 Master,Complete 50 Level 2 workouts,Performance,Uncommon,60,Complete 50 workouts with Difficulty Level = 2,No,No,,badge_performance_level_2_master_uncommon.png,Award
ACH_304,Level 3 Regular,Complete 10 Level 3 workouts,Performance,Uncommon,50,Complete 10 workouts with Difficulty Level = 3,No,No,,badge_performance_level_3_regular_uncommon.png,TrendingUp
ACH_305,Level 3 Master,Complete 50 Level 3 workouts,Performance,Rare,100,Complete 50 workouts with Difficulty Level = 3,No,No,,badge_performance_level_3_master_rare.png,Award
ACH_306,Level 4 Regular,Complete 10 Level 4 workouts,Performance,Rare,80,Complete 10 workouts with Difficulty Level = 4,Yes,No,,badge_performance_level_4_regular_rare.png,TrendingUp
ACH_307,Level 4 Elite,Complete 50 Level 4 workouts,Performance,Epic,200,Complete 50 workouts with Difficulty Level = 4,Yes,No,,badge_performance_level_4_elite_epic.png,Trophy
ACH_308,Level 5 Regular,Complete 10 Level 5 workouts,Performance,Epic,150,Complete 10 workouts with Difficulty Level = 5,Yes,No,,badge_performance_level_5_regular_epic.png,Crown
ACH_309,Level 5 Legend,Complete 50 Level 5 workouts,Performance,Epic,500,Complete 50 workouts with Difficulty Level = 5,Yes,No,Leg Strength,badge_performance_level_5_legend_epic.png,Crown
ACH_310,Two-Category Pro,Complete 25 workouts each in 2 different categories,Performance,Uncommon,50,Complete 25 workouts in 2 different categories,No,No,,badge_performance_twocategory_pro_uncommon.png,Grid
ACH_311,Three-Category Expert,Complete 25 workouts each in 3 different categories,Performance,Uncommon,60,Complete 25 workouts in 3 different categories,No,No,,badge_performance_threecategory_expert_uncommon.png,Grid
ACH_312,Four-Category Master,Complete 25 workouts each in 4 different categories,Performance,Rare,80,Complete 25 workouts in 4 different categories,Yes,No,,badge_performance_fourcategory_master_rare.png,Grid
ACH_313,Five-Category Champion,Complete 25 workouts each in 5 different categories,Performance,Rare,100,Complete 25 workouts in 5 different categories,No,No,,badge_performance_fivecategory_champion_rare.png,Grid
ACH_314,All-Category Legend,Complete 50 workouts in every category,Performance,Epic,300,Complete 50 workouts in each of the 6 categories,No,No,Leg Strength,badge_performance_allcategory_legend_epic.png,Crown
ACH_315,Endurance Builder,Complete a 20-minute Level 3+ workout,Performance,Uncommon,50,Complete 1 workout with duration >= 20 minutes and Level >= 3,No,No,,badge_performance_endurance_builder_uncommon.png,Clock
ACH_316,Endurance Master,Complete a 30-minute Level 3+ workout,Performance,Rare,100,Complete 1 workout with duration >= 30 minutes and Level >= 3,No,No,,badge_performance_endurance_master_rare.png,Clock
ACH_317,Endurance Legend,Complete a 45-minute Level 4+ workout,Performance,Epic,200,Complete 1 workout with duration >= 45 minutes and Level >= 4,Yes,No,Leg Strength,badge_performance_endurance_legend_epic.png,Clock
ACH_318,Intensity Seeker,Complete 25 Level 3+ workouts,Performance,Uncommon,60,Complete 25 workouts with Level >= 3,No,No,,badge_performance_intensity_seeker_uncommon.png,Zap
ACH_319,Intensity Champion,Complete 100 Level 3+ workouts,Performance,Rare,120,Complete 100 workouts with Level >= 3,No,No,,badge_performance_intensity_champion_rare.png,Zap
ACH_320,Elite Performer,Complete 50 Level 4+ workouts,Performance,Epic,250,Complete 50 workouts with Level >= 4,Yes,No,,badge_performance_elite_performer_epic.png,Trophy
ACH_321,Balanced Athlete,Complete 10 workouts at each difficulty level (1-5),Performance,Rare,150,"Complete 10 workouts at Level 1, 2, 3, 4, and 5",No,No,,badge_performance_balanced_athlete_rare.png,Scale
ACH_322,Versatile Performer,Complete Level 3+ workouts in all 6 categories,Performance,Rare,120,Complete at least 1 Level 3+ workout in each category,No,No,,badge_performance_versatile_performer_rare.png,Grid
ACH_323,Level Up,Increase difficulty level 5 times,Performance,Common,30,Increase workout difficulty level 5 times (cumulative),Yes,No,,badge_performance_level_up_common.png,TrendingUp
ACH_324,Constant Improvement,Increase difficulty level 25 times,Performance,Uncommon,60,Increase workout difficulty level 25 times (cumulative),No,No,,badge_performance_constant_improvement_uncommon.png,TrendingUp
